Name,Description,chr,start,stop,strand,length,Gen0_ORFhits,Gen0_MinORFPosition(%),Gen0_MaxORFPosition(%),Gen0_ORFdensity (HPKM),Gen0_1kbUpStreamhits,Gen0_NearestUpStreamhit,Gen0_1kbDownStreamhits,Gen0_NearestDownStreamhit,Gen0_Flankdensity (HPKM),Gen0_ORFHitsLast10%,Gen0_IntronHits,Gen0_Pval,Gen0_ExpORFhits,Gen0_CorrectionRatio(R),Gen80_GLU_Pval,Gen80_GLY_Pval,Gen0Class,Gen80Classification,Gen80GLU Z score,Gen20GLU Z score,Gen0,Gen20GLY Z score,Gen80GLY Z score,YALI1_norm,YALI0 locus ID,YALI1 Locus ID,Gene Type,Chromosome,Start Base,End Base,Strand,Annotation,YALI0_norm
YALI1_A18414g,  no similarity,Yali1A,1839109,1841439,-,2331,1,10.51502,10.51502,0.81,70,-86,11,183,75.76,0,0,0.0,17.795455549,0.790866956684,0.0,1.9e-05,Essential,Essential,na,na,na,na,na,YALI1_A18414g,YALI0A18139g,YALI1_A18414g,mRNA,YALI1A,1839109.0,1841439.0,-,  no similarity,YALI0_A18139g
YALI1_A18557g,"  similar to uniprot|P32905 Saccharomyces cerevisiae YGR214w NAB1A 40S ribosomal protein p40 homolog A,similar to Saccharomyces cerevisiae RPS0A (YGR214W) and RPS0B (YLR048W)%3B ancestral locus Anc_5.116",Yali1A,1855664,1857201,+,1538,6,67.7944,97.46259,1.23,42,-160,28,103,65.47,5,0,9.3e-05,11.7476341073,0.791456017761,0.001041,0.022902,Essential,Essential,na,-0.26175,-0.436025,-0.13935,-0.4821,YALI1_A18557g,YALI0A18205g,YALI1_A18557g,mRNA,YALI1A,1855664.0,1857201.0,+,"  similar to uniprot|P32905 Saccharomyces cerevisiae YGR214w NAB1A 40S ribosomal protein p40 homolog A,similar to Saccharomyces cerevisiae RPS0A (YGR214W) and RPS0B (YLR048W)%3B ancestral locus Anc_5.116",YALI0_A18205g
YALI1_A18805g,"similar to Saccharomyces cerevisiae SEN54 (YPL083C)%3B ancestral locus Anc_8.559,  weakly similar to uniprot|Q02825 Saccharomyces cerevisiae YPL083c SEN54 tRNA splicing endonuclease alpha subunit",Yali1A,1879293,1880450,-,1158,0,na,na,0.0,24,-57,8,245,29.93,0,0,0.020829,3.87140666544,0.346485987815,0.030508,0.078268,Essential,Essential,na,na,na,na,na,YALI1_A18805g,YALI0A18293g,YALI1_A18805g,mRNA,YALI1A,1879293.0,1880450.0,-,"similar to Saccharomyces cerevisiae SEN54 (YPL083C)%3B ancestral locus Anc_8.559,  weakly similar to uniprot|Q02825 Saccharomyces cerevisiae YPL083c SEN54 tRNA splicing endonuclease alpha subunit",YALI0_A18293g
YALI1_A19459g,  similar to uniprot|Q7S3A6 Neurospora crassa probable dis1-suppressing protein kinase dsk1,Yali1A,1944375,1945835,-,1461,1,30.89041,30.89041,1.3,37,-184,7,15,41.15,0,0,0.00854,6.65893072061,0.472282531343,0.018433,0.018852,Essential,Essential,0.0068,na,-1.2965,na,na,YALI1_A19459g,YALI0A18590g,YALI1_A19459g,mRNA,YALI1A,1944375.0,1945835.0,-,  similar to uniprot|Q7S3A6 Neurospora crassa probable dis1-suppressing protein kinase dsk1,YALI0_A18590g
YALI1_A19795g,  similar to uniprot|Q9URL7 Candida albicans Peptide transport protein,Yali1A,1977760,1979478,-,1719,3,24.44703,42.08382,3.31,51,-79,10,72,57.05,0,0,0.004101,10.8600478475,0.654574105253,0.014227,0.039359,Essential,Essential,-1.21615,-0.9076,-0.924,-0.5935,-1.2975,YALI1_A19795g,YALI0A18832g,YALI1_A19795g,mRNA,YALI1A,1977760.0,1979478.0,-,  similar to uniprot|Q9URL7 Candida albicans Peptide transport protein,YALI0_A18832g
YALI1_A19885g,"similar to Saccharomyces cerevisiae SRP21 (YKL122C)%3B ancestral locus Anc_2.449,  some similarities with uniprot|P32342 Saccharomyces cerevisiae YKL122c SRP21 signal recognition particle subunit",Yali1A,1987896,1988456,-,561,0,na,na,0.0,53,-47,13,128,61.73,0,0,0.016212,4.12203317236,0.762208341002,0.01879,0.116954,Essential,Essential,na,na,na,na,na,YALI1_A19885g,YALI0A18942g,YALI1_A19885g,mRNA,YALI1A,1987896.0,1988456.0,-,"similar to Saccharomyces cerevisiae SRP21 (YKL122C)%3B ancestral locus Anc_2.449,  some similarities with uniprot|P32342 Saccharomyces cerevisiae YKL122c SRP21 signal recognition particle subunit",YALI0_A18942g
YALI1_A19898g,  no similarity,Yali1A,1989739,1990338,+,600,0,na,na,0.0,54,-77,4,203,54.25,0,0,0.021113,3.85788650876,0.666918656482,0.02463,0.13108,Essential,Essential,na,-0.4755,na,1.9327,na,YALI1_A19898g,YALI0A18964g,YALI1_A19898g,mRNA,YALI1A,1989739.0,1990338.0,+,  no similarity,YALI0_A18964g
YALI1_A19965g,"similar to Saccharomyces cerevisiae PEP3 (YLR148W)%3B ancestral locus Anc_8.359,  similar to uniprot|Q9C2Y9 Emericella nidulans DigA protein",Yali1A,1993599,1996445,-,2847,0,na,na,0.0,61,-37,53,56,106.62,0,0,0.0,27.4842983433,1.04907863304,0.0,0,Essential,Essential,na,na,na,na,na,YALI1_A19965g,YALI0A19008g,YALI1_A19965g,mRNA,YALI1A,1993599.0,1996445.0,-,"similar to Saccharomyces cerevisiae PEP3 (YLR148W)%3B ancestral locus Anc_8.359,  similar to uniprot|Q9C2Y9 Emericella nidulans DigA protein",YALI0_A19008g
YALI1_A19974g,"  similar to uniprot|P43321 Saccharomyces cerevisiae YLR147c SMD3 spliceosomal snRNA-associated Sm core protein required for pre-mRNA splicing,similar to Saccharomyces cerevisiae SMD3 (YLR147C)%3B ancestral locus Anc_8.358",Yali1A,1997390,1998223,+,834,0,na,na,0.0,61,-17,18,8,73.89,0,0,0.000807,7.12239446029,0.885383170818,0.00225,0.009942,Essential,Essential,na,na,na,na,na,YALI1_A19974g,YALI0A19030g,YALI1_A19974g,mRNA,YALI1A,1997390.0,1998223.0,+,"  similar to uniprot|P43321 Saccharomyces cerevisiae YLR147c SMD3 spliceosomal snRNA-associated Sm core protein required for pre-mRNA splicing,similar to Saccharomyces cerevisiae SMD3 (YLR147C)%3B ancestral locus Anc_8.358",YALI0_A19030g
YALI1_A20089g,"similar to Saccharomyces cerevisiae HTD2 (YHR067W)%3B ancestral locus Anc_5.341,  weakly similar to to uniprot|Q89E40 Bradyrhizobium japonicum Hypothetical cytosolic protein",Yali1A,2008919,2009860,+,942,1,46.75877,46.75877,2.02,23,-31,52,72,70.15,0,0,0.003639,7.65085751219,0.841919816947,0.003323,0.136505,Essential,Essential,na,na,0.001,na,na,YALI1_A20089g,YALI0A19096g,YALI1_A20089g,mRNA,YALI1A,2008919.0,2009860.0,+,"similar to Saccharomyces cerevisiae HTD2 (YHR067W)%3B ancestral locus Anc_5.341,  weakly similar to to uniprot|Q89E40 Bradyrhizobium japonicum Hypothetical cytosolic protein",YALI0_A19096g
YALI1_A20176g,"similar to Saccharomyces cerevisiae PRO1 (YDR300C) and YHR033W%3B ancestral locus Anc_5.318,  similar to uniprot|P32264 Saccharomyces cerevisiae YDR300c PRO1 glutamate 5-kinase",Yali1A,2016193,2017533,-,1341,0,na,na,0.0,20,-380,15,12,32.74,0,0,0.008132,4.81200899451,0.371853500077,0.012569,0.093418,Essential,Essential,na,na,na,na,na,YALI1_A20176g,YALI0A19206g,YALI1_A20176g,mRNA,YALI1A,2016193.0,2017895.0,-,"similar to Saccharomyces cerevisiae PRO1 (YDR300C) and YHR033W%3B ancestral locus Anc_5.318,  similar to uniprot|P32264 Saccharomyces cerevisiae YDR300c PRO1 glutamate 5-kinase",YALI0_A19206g
YALI1_A20320g,"  similar to uniprot|Q00416 Saccharomyces cerevisiae YLR430w SEN1 positive effector of tRNA-splicing endonuclease,similar to Saccharomyces cerevisiae SEN1 (YLR430W)%3B ancestral locus Anc_4.310",Yali1A,2029715,2031946,-,2232,3,43.83684,91.66293,2.55,0,na,39,7,36.48,1,0,0.017022,8.80869092413,0.408848155869,0.004908,0.044907,Essential,Essential,-0.133,-0.37945,-0.5486,-0.6913,0.6508,YALI1_A20320g,YALI0A19404g,YALI1_A20320g,mRNA,YALI1A,2029715.0,2033453.0,-,"  similar to uniprot|Q00416 Saccharomyces cerevisiae YLR430w SEN1 positive effector of tRNA-splicing endonuclease,similar to Saccharomyces cerevisiae SEN1 (YLR430W)%3B ancestral locus Anc_4.310",YALI0_A19404g
YALI1_A20353g,  similar to uniprot|Q00416 Saccharomyces cerevisiae YLR430w SEN1 positive effector of tRNA-splicing endonuclease,Yali1A,2033405,2035246,-,1842,1,65.50788,65.50788,1.03,58,-374,0,na,54.25,0,0,0.000264,10.5996136752,0.596192474573,0.00011,0.008069,Essential,Essential,na,na,na,na,na,YALI1_A20353g,YALI0A19404g,YALI1_A20353g,mRNA,YALI1A,2033405.0,2035246.0,-,  similar to uniprot|Q00416 Saccharomyces cerevisiae YLR430w SEN1 positive effector of tRNA-splicing endonuclease,YALI0_A19404g
YALI1_A20631g,"  weakly similar to uniprot|O14064 Schizosaccharomyces pombe Bir1 protein (Chromosome segregation protein cut17),similar to Saccharomyces cerevisiae BIR1 (YJR089W)%3B ancestral locus Anc_7.460",Yali1A,2063035,2064969,+,1935,1,78.697,78.697,0.98,28,-60,38,88,61.73,0,0,4.5e-05,12.5311773848,0.670943035952,0.000606,0.001556,Essential,Essential,na,na,na,na,na,YALI1_A20631g,YALI0A19646g,YALI1_A20631g,mRNA,YALI1A,2063035.0,2064969.0,+,"  weakly similar to uniprot|O14064 Schizosaccharomyces pombe Bir1 protein (Chromosome segregation protein cut17),similar to Saccharomyces cerevisiae BIR1 (YJR089W)%3B ancestral locus Anc_7.460",YALI0_A19646g
YALI1_A20793g,"similar to Saccharomyces cerevisiae CDC27 (YBL084C)%3B ancestral locus Anc_7.412,  similar to uniprot|P10505 Schizosaccharomyces pombe Nuclear scaffold-like protein p76",Yali1A,2077420,2079288,-,1869,5,36.24197,99.6788,1.02,11,-55,116,12,118.78,4,0,0.0,18.0395886526,1.33034914318,0.0,3.2e-05,Essential,Essential,0.353033333333,0.483825,-0.13085,1.0138,0.80415,YALI1_A20793g,YALI0A19712g,YALI1_A20793g,mRNA,YALI1A,2077420.0,2079288.0,-,"similar to Saccharomyces cerevisiae CDC27 (YBL084C)%3B ancestral locus Anc_7.412,  similar to uniprot|P10505 Schizosaccharomyces pombe Nuclear scaffold-like protein p76",YALI0_A19712g
YALI1_A20849g,"similar to Saccharomyces cerevisiae LSM4 (YER112W)%3B ancestral locus Anc_7.410,  weakly similar to uniprot|P40070 Saccharomyces cerevisiae YER112w USS1 Sm-like (Lsm) protein",Yali1A,2084485,2084971,-,487,1,2.6749,2.6749,0.0,73,-67,13,159,80.44,0,1,0.009156,4.69338334323,1.01309019853,0.024844,0.07374,Essential,Essential,na,-1.466,na,na,na,YALI1_A20849g,YALI0A19756g,YALI1_A20849g,mRNA,YALI1A,2084485.0,2084871.0,-,"similar to Saccharomyces cerevisiae LSM4 (YER112W)%3B ancestral locus Anc_7.410,  weakly similar to uniprot|P40070 Saccharomyces cerevisiae YER112w USS1 Sm-like (Lsm) protein",YALI0_A19756g
YALI1_A21345g,  similar to uniprot|P20448 Saccharomyces cerevisiae YJL033w HCA4 can suppress the U14 snoRNA rRNA processing function,Yali1A,2132212,2134443,-,2232,0,na,na,0.0,38,-99,31,23,64.54,0,0,1e-06,14.4714208039,0.671679113213,3e-06,7.7e-05,Essential,Essential,na,na,na,na,na,YALI1_A21345g,YALI0A20328g,YALI1_A21345g,mRNA,YALI1A,2132212.0,2134434.0,-,  similar to uniprot|P20448 Saccharomyces cerevisiae YJL033w HCA4 can suppress the U14 snoRNA rRNA processing function,YALI0_A20328g
YALI1_A21477g,  similar to uniprot|P36091 Saccharomyces cerevisiae YKL046C Hypothetical 49.6 kDa protein in ELM1-PRI2 intergenic region,Yali1A,2147677,2149541,+,1865,4,40.77253,85.72961,2.04,11,-290,8,263,17.77,0,2,0.134048,4.17430632478,0.231893539495,0.097529,0.259495,Essential,Essential,na,-0.79515,-0.4944,na,-0.36845,YALI1_A21477g,YALI0A20438g,YALI1_A21477g,mRNA,YALI1A,2147677.0,2149541.0,+,  similar to uniprot|P36091 Saccharomyces cerevisiae YKL046C Hypothetical 49.6 kDa protein in ELM1-PRI2 intergenic region,YALI0_A20438g
YALI1_A21509g,"  similar to uniprot|P32363 Saccharomyces cerevisiae YPL175w SPT14 N-acetylglucosaminyltransferase,similar to Saccharomyces cerevisiae SPT14 (YPL175W)%3B ancestral locus Anc_8.703",Yali1A,2150866,2152170,+,1305,0,na,na,0.0,30,-35,0,na,28.06,0,0,0.017798,4.0286499843,0.319913219906,0.046309,0.127718,Essential,Essential,na,na,na,na,na,YALI1_A21509g,YALI0A20482g,YALI1_A21509g,mRNA,YALI1A,2150866.0,2152152.0,+,"  similar to uniprot|P32363 Saccharomyces cerevisiae YPL175w SPT14 N-acetylglucosaminyltransferase,similar to Saccharomyces cerevisiae SPT14 (YPL175W)%3B ancestral locus Anc_8.703",YALI0_A20482g
YALI1_A21565g,"  some similarities with uniprot|P36534 Saccharomyces cerevisiae YPL173W Mitochondrial 60S ribosomal protein L40 (YmL40),similar to Saccharomyces cerevisiae MRPL40 (YPL173W)%3B ancestral locus Anc_8.706",Yali1A,2156504,2157409,+,906,0,na,na,0.0,14,-71,18,6,29.93,0,0,0.044594,3.11014968381,0.355863096514,0.055033,0.155915,Essential,Essential,na,na,na,na,na,YALI1_A21565g,YALI0A20526g,YALI1_A21565g,mRNA,YALI1A,2156504.0,2157409.0,+,"  some similarities with uniprot|P36534 Saccharomyces cerevisiae YPL173W Mitochondrial 60S ribosomal protein L40 (YmL40),similar to Saccharomyces cerevisiae MRPL40 (YPL173W)%3B ancestral locus Anc_8.706",YALI0_A20526g
YALI1_A21630g,"similar to Saccharomyces cerevisiae RRP9 (YPR137W)%3B ancestral locus Anc_3.474,  similar to uniprot|Q06506 Saccharomyces cerevisiae YPR137W of the beta-transducin family of guanine nucleotide-binding",Yali1A,2162925,2164406,+,1482,0,na,na,0.0,22,-55,47,21,64.54,0,0,3.2e-05,10.3352240343,0.722628487272,0.000909,0.006571,Essential,Essential,na,na,na,na,na,YALI1_A21630g,YALI0A20614g,YALI1_A21630g,mRNA,YALI1A,2162925.0,2164406.0,+,"similar to Saccharomyces cerevisiae RRP9 (YPR137W)%3B ancestral locus Anc_3.474,  similar to uniprot|Q06506 Saccharomyces cerevisiae YPR137W of the beta-transducin family of guanine nucleotide-binding",YALI0_A20614g
YALI1_A21654g,"similar to Saccharomyces cerevisiae CTF4 (YPR135W)%3B ancestral locus Anc_3.473,  some similarities with uniprot|Q01454 Saccharomyces cerevisiae YPR135w POB1 DNA-directed DNA polymerase alpha- binding protein",Yali1A,2165386,2168052,+,2667,1,23.70593,23.70593,0.71,47,-23,7,10,50.51,0,0,2.3e-05,13.2427795057,0.514362436091,8.7e-05,0.001517,Essential,Essential,na,na,na,na,na,YALI1_A21654g,YALI0A20636g,YALI1_A21654g,mRNA,YALI1A,2165386.0,2168052.0,+,"similar to Saccharomyces cerevisiae CTF4 (YPR135W)%3B ancestral locus Anc_3.473,  some similarities with uniprot|Q01454 Saccharomyces cerevisiae YPR135w POB1 DNA-directed DNA polymerase alpha- binding protein",YALI0_A20636g
YALI1_A21711g,  similar to uniprot|P21976 Neurospora crassa NADH- ubiquinone oxidoreductase 20.8 kDa subunit,Yali1A,2170590,2171057,-,468,1,98.50107,98.50107,4.06,19,-90,44,135,58.92,1,0,0.116036,3.36825062912,0.746857524081,0.203776,0.269545,Essential,Essential,0.3333,0.6443,0.3166,0.586,0.5031,YALI1_A21711g,YALI0A20680g,YALI1_A21711g,mRNA,YALI1A,2170590.0,2171108.0,-,  similar to uniprot|P21976 Neurospora crassa NADH- ubiquinone oxidoreductase 20.8 kDa subunit,YALI0_A20680g
YALI1_A21720g,"  similar to uniprot|P48837 Saccharomyces cerevisiae YGR119c NUP57 nuclear pore protein,similar to Saccharomyces cerevisiae NUP57 (YGR119C)%3B ancestral locus Anc_3.471",Yali1A,2171961,2173547,+,1587,5,0.69357,90.16393,5.98,17,-63,58,24,70.15,1,0,0.008413,12.6975880153,0.829026265959,0.000144,0.001674,Essential,Essential,na,na,-0.1634,-0.7338,na,YALI1_A21720g,YALI0A20702g,YALI1_A21720g,mRNA,YALI1A,2171961.0,2173547.0,+,"  similar to uniprot|P48837 Saccharomyces cerevisiae YGR119c NUP57 nuclear pore protein,similar to Saccharomyces cerevisiae NUP57 (YGR119C)%3B ancestral locus Anc_3.471",YALI0_A20702g
YALI1_A21775g,"  highly similar to uniprot|P32827 Saccharomyces cerevisiae YPR132W 40S ribosomal protein S23 (S28) (YS14) (RP37),similar to Saccharomyces cerevisiae YNR036C%3B ancestral locus Anc_6.352",Yali1A,2177093,2177907,-,815,0,na,na,0.0,93,-200,74,29,156.19,0,0,0.000386,7.86093424154,1.87548953493,0.001249,0.011045,Essential,Essential,na,na,na,na,na,YALI1_A21775g,YALI0A20746g,YALI1_A21775g,mRNA,YALI1A,2177093.0,2177383.0,-,"  highly similar to uniprot|P32827 Saccharomyces cerevisiae YPR132W 40S ribosomal protein S23 (S28) (YS14) (RP37),similar to Saccharomyces cerevisiae YNR036C%3B ancestral locus Anc_6.352",YALI0_A20746g
YALI1_A21797g,  similar to uniprot|P36048 Saccharomyces cerevisiae YKL173w GIN10 U5 snRNP-specific protein,Yali1A,2179658,2182510,+,2853,1,24.92987,24.92987,0.67,86,-47,5,23,85.11,0,0,0.0,23.305519368,0.846173667347,0.0,0,Essential,Essential,na,na,na,-0.4724,na,YALI1_A21797g,YALI0A20768g,YALI1_A21797g,mRNA,YALI1A,2179658.0,2182510.0,+,  similar to uniprot|P36048 Saccharomyces cerevisiae YKL173w GIN10 U5 snRNP-specific protein,YALI0_A20768g
YALI1_A21919g," YALI-IPF40170 YALI0A20856g YALI0A20878g  weakly similar to uniprot|Q12159 Saccharomyces cerevisiae YDR381w YRA1 RNA annealing protein,similar to Saccharomyces cerevisiae YRA1 (YDR381W)%3B ancestral locus Anc_5.458",Yali1A,2191890,2193624,+,1735,0,na,na,0.0,82,-24,76,80,147.78,0,0,0.0,16.7455282246,1.61343006569,9e-06,6.8e-05,Essential,Essential,-0.2413,na,na,na,na,YALI1_A21919g,YALI0A20867g,YALI1_A21919g,mRNA,YALI1A,2193019.0,2193195.0,+," YALI-IPF40170 YALI0A20856g YALI0A20878g  weakly similar to uniprot|Q12159 Saccharomyces cerevisiae YDR381w YRA1 RNA annealing protein,similar to Saccharomyces cerevisiae YRA1 (YDR381W)%3B ancestral locus Anc_5.458",YALI0_A20867g
YALI1_A21970g,"similar to Saccharomyces cerevisiae GPI14 (YJR013W)%3B ancestral locus Anc_5.147,  similar to wi|NCU06057.1 Neurospora crassa NCU06057. 1",Yali1A,2197013,2198233,+,1221,1,40.32787,40.32787,1.56,76,-4,18,74,87.92,0,0,9e-05,11.7817441949,1.02189843702,0.000167,0.004801,Essential,Essential,na,na,na,na,na,YALI1_A21970g,YALI0A20922g,YALI1_A21970g,mRNA,YALI1A,2197013.0,2198233.0,+,"similar to Saccharomyces cerevisiae GPI14 (YJR013W)%3B ancestral locus Anc_5.147,  similar to wi|NCU06057.1 Neurospora crassa NCU06057. 1",YALI0_A20922g
YALI1_B00525g,"similar to Saccharomyces cerevisiae TFC4 (YGR047C)%3B ancestral locus Anc_1.88,  similar to uniprot|P33339 Saccharomyces cerevisiae YGR047C Transcription factor tau 131 kDa subunit (TFIIIC 131 kDa subunit)",Yali1B,49806,52586,-,2781,0,na,na,0.0,43,-32,8,31,47.7,0,0,3e-06,12.6742633578,0.472093665021,8.3e-05,0.053898,Essential,Essential,na,na,na,na,-0.7609,YALI1_B00525g,YALI0B00528g,YALI1_B00525g,mRNA,YALI1B,49806.0,52586.0,-,"similar to Saccharomyces cerevisiae TFC4 (YGR047C)%3B ancestral locus Anc_1.88,  similar to uniprot|P33339 Saccharomyces cerevisiae YGR047C Transcription factor tau 131 kDa subunit (TFIIIC 131 kDa subunit)",YALI0_B00528g
YALI1_B00908g,  uniprot|Q6CG53 Yarrowia lipolytica YALI0B00792g NADH- ubiquinone reductase accessory subunit 18.5 kDa (complex I),Yali1B,90874,91777,+,904,0,na,na,0.0,65,-15,54,48,111.3,0,0,0.000163,8.72042213773,1.32365019612,0.004459,0.006748,Essential,Essential,na,na,na,na,na,YALI1_B00908g,YALI0B00792g,YALI1_B00908g,mRNA,YALI1B,90874.0,91777.0,+,  uniprot|Q6CG53 Yarrowia lipolytica YALI0B00792g NADH- ubiquinone reductase accessory subunit 18.5 kDa (complex I),YALI0_B00792g
YALI1_B01084g,"  highly similar to uniprot|P38791 Saccharomyces cerevisiae YHR068w DYS1 Deoxyhypusine synthase (EC 2.5.1. 46) (DHS),similar to Saccharomyces cerevisiae DYS1 (YHR068W)%3B ancestral locus Anc_5.343",Yali1B,107407,108447,-,1041,0,na,na,0.0,15,-28,17,13,29.93,0,0,0.02951,3.52301697547,0.350777426937,0.100308,0.150194,Essential,Essential,na,na,na,na,na,YALI1_B01084g,YALI0B00726g,YALI1_B01084g,mRNA,YALI1B,107407.0,108447.0,-,"  highly similar to uniprot|P38791 Saccharomyces cerevisiae YHR068w DYS1 Deoxyhypusine synthase (EC 2.5.1. 46) (DHS),similar to Saccharomyces cerevisiae DYS1 (YHR068W)%3B ancestral locus Anc_5.343",YALI0_B00726g
YALI1_B01464g,  weakly similar to uniprot|Q03973 Saccharomyces cerevisiae YDR174w HMO1 Non-histone protein,Yali1B,146435,147232,+,798,1,90.2133,90.2133,2.38,28,-66,20,31,44.89,1,0,0.060934,4.24330055207,0.55130980192,0.203001,0.239224,Essential,Essential,na,-1.2842,-0.4827,na,na,YALI1_B01464g,YALI0B00858g,YALI1_B01464g,mRNA,YALI1B,146435.0,147232.0,+,  weakly similar to uniprot|Q03973 Saccharomyces cerevisiae YDR174w HMO1 Non-histone protein,YALI0_B00858g
YALI1_B01552g,  similar to uniprot|Q00664 Emericella nidulans Nuclear migration protein nudF,Yali1B,155292,156605,+,1314,2,56.35948,67.63138,2.89,41,-12,9,462,46.76,0,0,0.02195,7.02467808295,0.554002777757,0.078975,0.07518,Essential,Essential,-0.1162,-0.1348,0.2058,na,na,YALI1_B01552g,YALI0B00902g,YALI1_B01552g,mRNA,YALI1B,155292.0,156605.0,+,  similar to uniprot|Q00664 Emericella nidulans Nuclear migration protein nudF,YALI0_B00902g
YALI1_B01644g,"  similar to uniprot|O13701 Schizosaccharomyces pombe Transcription initiation factor TFIID 55 kDa subunit (TAFII-55),similar to Saccharomyces cerevisiae TAF7 (YMR227C)%3B ancestral locus Anc_8.754",Yali1B,164449,165942,+,1494,0,na,na,0.0,17,-39,20,118,34.61,0,0,0.003772,5.58020959478,0.38702671641,0.00955,0.031129,Essential,Essential,na,na,na,na,na,YALI1_B01644g,YALI0B00968g,YALI1_B01644g,mRNA,YALI1B,164449.0,165942.0,+,"  similar to uniprot|O13701 Schizosaccharomyces pombe Transcription initiation factor TFIID 55 kDa subunit (TAFII-55),similar to Saccharomyces cerevisiae TAF7 (YMR227C)%3B ancestral locus Anc_8.754",YALI0_B00968g
YALI1_B01698g,  highly similar to uniprot|Q02892 Saccharomyces cerevisiae YPL093W Nucleolar GTP-binding protein 1,Yali1B,167968,169893,-,1926,2,21.4026,91.63636,1.97,18,-116,20,27,35.54,1,0,0.016101,7.45297202659,0.400911947629,0.009862,0.019524,Essential,Essential,0.2088,-0.9973,-0.0983,na,na,YALI1_B01698g,YALI0B00990g,YALI1_B01698g,mRNA,YALI1B,167968.0,169893.0,-,  highly similar to uniprot|Q02892 Saccharomyces cerevisiae YPL093W Nucleolar GTP-binding protein 1,YALI0_B00990g
YALI1_B01752g,"similar to Saccharomyces cerevisiae SUI2 (YJR007W)%3B ancestral locus Anc_5.157,  highly similar to uniprot|P56286 Schizosaccharomyces pombe Eukaryotic translation initiation factor 2 alpha subunit (eIF-2- alpha)",Yali1B,174317,175258,-,942,0,na,na,0.0,29,-114,16,146,42.09,0,0,0.010779,4.53011300064,0.498505154771,0.078668,0.090124,Essential,Essential,na,na,na,na,na,YALI1_B01752g,YALI0B01034g,YALI1_B01752g,mRNA,YALI1B,174317.0,175258.0,-,"similar to Saccharomyces cerevisiae SUI2 (YJR007W)%3B ancestral locus Anc_5.157,  highly similar to uniprot|P56286 Schizosaccharomyces pombe Eukaryotic translation initiation factor 2 alpha subunit (eIF-2- alpha)",YALI0_B01034g
YALI1_B01839g,  similar to uniprot|P25635 Saccharomyces cerevisiae YCR057C Periodic tryptophan protein 2,Yali1B,183952,186672,+,2721,1,65.66176,65.66176,0.7,10,-108,12,9,20.58,0,0,0.020326,5.62263848017,0.214053088265,0.037463,0.122077,Essential,Essential,na,na,na,na,na,YALI1_B01839g,YALI0B01078g,YALI1_B01839g,mRNA,YALI1B,183952.0,186672.0,+,  similar to uniprot|P25635 Saccharomyces cerevisiae YCR057C Periodic tryptophan protein 2,YALI0_B01078g
YALI1_B02091g,"similar to Saccharomyces cerevisiae SPT6 (YGR116W)%3B ancestral locus Anc_3.460,  similar to uniprot|P23615 Saccharomyces cerevisiae YGR116w SPT6 transcription elongation protein singleton",Yali1B,209160,213906,+,4747,1,66.60346,66.60346,0.4,36,-18,14,67,46.76,0,0,0.0,18.4031126801,0.40152611147,8e-06,8e-05,Essential,Essential,na,na,-0.2834,-0.6913,na,YALI1_B02091g,YALI0B01224g,YALI1_B02091g,mRNA,YALI1B,209160.0,213906.0,+,"similar to Saccharomyces cerevisiae SPT6 (YGR116W)%3B ancestral locus Anc_3.460,  similar to uniprot|P23615 Saccharomyces cerevisiae YGR116w SPT6 transcription elongation protein singleton",YALI0_B01224g
YALI1_B02228g,  weakly similar to to DEHA-IPF9278.1 Debaryomyces hansenii DEHA0B02046g,Yali1B,222830,225388,+,2559,0,na,na,0.0,12,-31,6,130,16.84,0,0,0.015005,4.19939024937,0.16999491745,0.024345,0.259961,Essential,Essential,na,na,na,na,na,YALI1_B02228g,YALI0B01320g,YALI1_B02228g,mRNA,YALI1B,222830.0,225388.0,+,  weakly similar to to DEHA-IPF9278.1 Debaryomyces hansenii DEHA0B02046g,YALI0_B01320g
YALI1_B02345g,"  uniprot|Q9P3Y5 Yarrowia lipolytica 3- isopropylmalate dehydratase,similar to Saccharomyces cerevisiae LEU1 (YGL009C)%3B ancestral locus Anc_4.107",Yali1B,232227,234518,-,2292,3,96.50808,97.5993,0.0,41,-157,29,0,65.47,3,0,0.0,15.6339142931,0.706631314152,1e-06,0.000606,Essential,Essential,-0.8364,-0.7748,-1.09156666667,-0.6419,na,YALI1_B02345g,YALI0B01364g,YALI1_B02345g,mRNA,YALI1B,232227.0,234518.0,-,"  uniprot|Q9P3Y5 Yarrowia lipolytica 3- isopropylmalate dehydratase,similar to Saccharomyces cerevisiae LEU1 (YGL009C)%3B ancestral locus Anc_4.107",YALI0_B01364g
YALI1_B02430g,  no similarity,Yali1B,243036,244649,+,1614,3,60.88035,93.86237,3.53,79,-12,3,36,76.69,2,0,0.000487,13.6838862814,0.878466754986,0.000845,0.001326,Essential,Essential,-1.01495,-1.2044,-1.0312,-0.7701,na,YALI1_B02430g,YALI0B01430g,YALI1_B02430g,mRNA,YALI1B,243036.0,244649.0,+,  no similarity,YALI0_B01430g
